Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,160.0,69.12790078301718,64.0,128.0,128.0,224.0,256.0
params_dense_1_dropout,0.2285714285714286,0.17043362064926934,0.0,0.1,0.2,0.4,0.4
params_dense_1_units,283.42857142857144,184.22346678500466,64.0,160.0,192.0,448.0,512.0
params_dense_2_dropout,0.2,0.2345207879911715,0.0,0.0,0.1,0.4,0.5
params_dense_2_units,384.0,101.19288512538814,256.0,320.0,384.0,448.0,512.0
params_dense_3_dropout,0.2,,0.2,0.2,0.2,0.2,0.2
params_dense_3_units,512.0,,512.0,512.0,512.0,512.0,512.0
params_learning_rate,0.00033854445300575306,0.0003796408621853178,2.7107954362597183e-05,5.821164105796852e-05,0.00019787164204394648,0.00043570177181122423,0.0010504637096043082
params_num_dense_layers,1.3,1.0593499054713802,0.0,0.25,1.5,2.0,3.0
params_num_layers,3.0,0.816496580927726,2.0,2.25,3.0,3.75,4.0
params_tcnn1d_filters_0,278.4,195.55232320560938,32.0,88.0,272.0,472.0,512.0
params_tcnn1d_filters_1,278.4,161.8031726100161,32.0,144.0,304.0,384.0,512.0
params_tcnn1d_filters_2,288.0,171.33203631156277,32.0,192.0,256.0,432.0,480.0
params_tcnn1d_filters_3,256.0,230.7552816296953,64.0,128.0,192.0,352.0,512.0
params_tcnn1d_kernel_size_0,3.0,1.632993161855452,1.0,1.25,3.5,4.0,5.0
params_tcnn1d_kernel_size_1,3.0,1.632993161855452,1.0,1.25,3.5,4.0,5.0
params_tcnn1d_kernel_size_2,2.857142857142857,1.6761634196950514,1.0,1.5,3.0,4.0,5.0
params_tcnn1d_kernel_size_3,3.0,1.7320508075688772,1.0,2.5,4.0,4.0,4.0
params_tcnn1d_pool_size_0,6.0,1.8257418583505538,2.0,5.25,6.0,7.5,8.0
params_tcnn1d_pool_size_1,6.4,1.429840705968481,4.0,5.25,6.5,7.75,8.0
params_tcnn1d_pool_size_2,5.0,2.516611478423583,2.0,3.0,5.0,7.0,8.0
params_tcnn1d_pool_size_3,5.0,3.0,2.0,3.5,5.0,6.5,8.0
