Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,64.0,0.0,64.0,64.0,64.0,64.0,64.0
params_dense_1_dropout,,,,,,,
params_dense_1_units,,,,,,,
params_dense_2_dropout,,,,,,,
params_dense_2_units,,,,,,,
params_dense_3_dropout,,,,,,,
params_dense_3_units,,,,,,,
params_learning_rate,0.00017222263270286005,2.5820453089083217e-05,0.00010595031182616557,0.00016042140194723212,0.00018227938766730704,0.00018789460110418108,0.00020107752715583642
params_num_dense_layers,0.0,0.0,0.0,0.0,0.0,0.0,0.0
params_num_layers,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_tcnn1d_filters_0,496.0,16.711454971746992,480.0,480.0,496.0,512.0,512.0
params_tcnn1d_filters_1,,,,,,,
params_tcnn1d_filters_2,,,,,,,
params_tcnn1d_filters_3,,,,,,,
params_tcnn1d_kernel_size_0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
params_tcnn1d_kernel_size_1,,,,,,,
params_tcnn1d_kernel_size_2,,,,,,,
params_tcnn1d_kernel_size_3,,,,,,,
params_tcnn1d_pool_size_0,7.75,0.45226701686664544,7.0,7.75,8.0,8.0,8.0
params_tcnn1d_pool_size_1,,,,,,,
params_tcnn1d_pool_size_2,,,,,,,
params_tcnn1d_pool_size_3,,,,,,,
