Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,91.0,54.454874284432364,64.0,64.0,64.0,128.0,256.0
params_dense_1_dropout,0.21304347826086958,0.1604095548788871,0.0,0.1,0.2,0.35000000000000003,0.5
params_dense_1_units,372.8695652173913,110.26550781381607,64.0,320.0,384.0,448.0,512.0
params_dense_2_dropout,0.22307692307692306,0.1640825308284734,0.0,0.1,0.2,0.30000000000000004,0.5
params_dense_2_units,369.2307692307692,133.6202042146283,128.0,320.0,384.0,448.0,512.0
params_dense_3_dropout,0.25,0.17320508075688773,0.1,0.17500000000000002,0.2,0.275,0.5
params_dense_3_units,384.0,116.84747893443544,256.0,304.0,384.0,464.0,512.0
params_learning_rate,0.00044040289889036915,0.0011209883663464112,1.1069770448117682e-05,6.709655722631612e-05,0.0001818514379211369,0.000323509411909359,0.008358981627256597
params_num_dense_layers,0.625,0.9511897312113419,0.0,0.0,0.0,1.0,3.0
params_num_layers,1.484375,0.9593679715114033,1.0,1.0,1.0,1.0,4.0
params_tcnn1d_filters_0,402.5,126.31329153754018,32.0,320.0,464.0,480.0,512.0
params_tcnn1d_filters_1,311.46666666666664,171.24663361307142,64.0,160.0,352.0,464.0,512.0
params_tcnn1d_filters_2,296.72727272727275,141.73573360948248,128.0,176.0,288.0,400.0,512.0
params_tcnn1d_filters_3,332.8,170.23278180186094,96.0,256.0,320.0,480.0,512.0
params_tcnn1d_kernel_size_0,4.265625,0.9958993303494466,1.0,4.0,5.0,5.0,5.0
params_tcnn1d_kernel_size_1,2.533333333333333,1.3557637102737476,1.0,1.0,3.0,3.5,5.0
params_tcnn1d_kernel_size_2,3.0,1.5491933384829668,1.0,1.5,3.0,4.0,5.0
params_tcnn1d_kernel_size_3,3.4,1.5165750888103102,1.0,3.0,4.0,4.0,5.0
params_tcnn1d_pool_size_0,6.546875,1.651643601780235,2.0,5.0,7.0,8.0,8.0
params_tcnn1d_pool_size_1,5.933333333333334,2.051712409068047,2.0,4.5,7.0,7.5,8.0
params_tcnn1d_pool_size_2,4.636363636363637,2.2033033051637387,2.0,3.0,4.0,6.0,8.0
params_tcnn1d_pool_size_3,5.0,2.1213203435596424,2.0,4.0,5.0,7.0,7.0
