Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,117.33333333333333,71.33701491490724,64.0,64.0,96.0,128.0,256.0
params_dense_1_dropout,0.21111111111111114,0.1269295517643985,0.0,0.1,0.2,0.30000000000000004,0.4
params_dense_1_units,156.44444444444446,106.66666666666667,64.0,64.0,128.0,192.0,320.0
params_dense_2_dropout,0.2833333333333333,0.14719601443879746,0.1,0.2,0.25,0.375,0.5
params_dense_2_units,330.6666666666667,124.2105738923489,128.0,320.0,320.0,368.0,512.0
params_dense_3_dropout,0.10000000000000002,0.1,0.0,0.05,0.1,0.15000000000000002,0.2
params_dense_3_units,128.0,64.0,64.0,96.0,128.0,160.0,192.0
params_learning_rate,0.0019217356263848018,0.0023379986641952045,2.6881419176028586e-05,0.00021176475635536118,0.0009199429530302825,0.002436067002880119,0.006543090267003356
params_num_dense_layers,1.5,1.1677484162422844,0.0,0.75,1.5,2.25,3.0
params_num_layers,2.1666666666666665,1.1146408580454255,1.0,1.0,2.0,3.0,4.0
params_tcnn1d_filters_0,301.3333333333333,183.80490315615202,32.0,144.0,336.0,480.0,512.0
params_tcnn1d_filters_1,212.0,103.956034663011,32.0,160.0,208.0,264.0,384.0
params_tcnn1d_filters_2,248.0,199.62631757027094,64.0,112.0,208.0,344.0,512.0
params_tcnn1d_filters_3,416.0,90.50966799187809,352.0,384.0,416.0,448.0,480.0
params_tcnn1d_kernel_size_0,3.5,1.4459976109624424,1.0,2.0,4.0,5.0,5.0
params_tcnn1d_kernel_size_1,2.875,1.246423454758225,1.0,2.5,3.0,4.0,4.0
params_tcnn1d_kernel_size_2,2.75,1.707825127659933,1.0,1.75,2.5,3.5,5.0
params_tcnn1d_kernel_size_3,4.5,0.7071067811865476,4.0,4.25,4.5,4.75,5.0
params_tcnn1d_pool_size_0,5.083333333333333,2.1933093855190746,2.0,3.0,4.5,7.0,8.0
params_tcnn1d_pool_size_1,4.0,2.0701966780270626,2.0,2.0,4.0,5.0,8.0
params_tcnn1d_pool_size_2,5.0,2.943920288775949,2.0,2.75,5.0,7.25,8.0
params_tcnn1d_pool_size_3,7.0,0.0,7.0,7.0,7.0,7.0,7.0
