Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,113.23076923076923,53.25121883762199,64.0,64.0,128.0,128.0,256.0
params_dense_1_dropout,0.375,0.12817398889233114,0.2,0.275,0.4,0.5,0.5
params_dense_1_units,256.0,132.492587393732,128.0,128.0,224.0,384.0,448.0
params_dense_2_dropout,0.275,0.12583057392117916,0.1,0.25000000000000006,0.30000000000000004,0.32500000000000007,0.4
params_dense_2_units,352.0,110.85125168440814,192.0,336.0,384.0,400.0,448.0
params_dense_3_dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.0
params_dense_3_units,320.0,271.5290039756342,128.0,224.0,320.0,416.0,512.0
params_learning_rate,0.0015447702363699375,0.0017875675868985648,3.273972336427375e-05,0.0006511954498649548,0.0009891613473026592,0.0021376442294628564,0.006801019199928727
params_lstm_dropout_layer_0,0.21538461538461537,0.19513309067639725,0.0,0.0,0.2,0.4,0.5
params_lstm_dropout_layer_1,0.225,0.16025547785276542,0.0,0.1,0.2,0.32500000000000007,0.5
params_lstm_dropout_layer_2,0.21250000000000002,0.1246423454758225,0.0,0.17500000000000002,0.2,0.30000000000000004,0.4
params_lstm_dropout_layer_3,0.17142857142857143,0.17994708216848748,0.0,0.05,0.1,0.25,0.5
params_lstm_dropout_layer_4,0.175,0.17078251276599332,0.0,0.07500000000000001,0.15000000000000002,0.25,0.4
params_lstm_dropout_layer_5,0.25,0.3535533905932738,0.0,0.125,0.25,0.375,0.5
params_lstm_recurrent_dropout_layer_0,0.3384615384615385,0.11929278784054477,0.1,0.30000000000000004,0.4,0.4,0.5
params_lstm_recurrent_dropout_layer_1,0.20833333333333334,0.1781640374554423,0.0,0.1,0.1,0.4,0.5
params_lstm_recurrent_dropout_layer_2,0.3875,0.13562026818605374,0.1,0.375,0.4,0.5,0.5
params_lstm_recurrent_dropout_layer_3,0.2571428571428572,0.17182493859684492,0.0,0.15000000000000002,0.30000000000000004,0.35000000000000003,0.5
params_lstm_recurrent_dropout_layer_4,0.15,0.12909944487358058,0.0,0.07500000000000001,0.15000000000000002,0.22500000000000003,0.30000000000000004
params_lstm_recurrent_dropout_layer_5,0.45,0.07071067811865474,0.4,0.42500000000000004,0.45,0.475,0.5
params_lstm_units_layer_0,128.0,58.42373946721772,32.0,96.0,128.0,160.0,256.0
params_lstm_units_layer_1,138.66666666666666,70.01991058825966,32.0,88.0,144.0,160.0,256.0
params_lstm_units_layer_2,148.0,88.77580107857578,32.0,80.0,160.0,224.0,256.0
params_lstm_units_layer_3,128.0,64.0,32.0,96.0,128.0,160.0,224.0
params_lstm_units_layer_4,96.0,69.12790078301718,32.0,56.0,80.0,120.0,192.0
params_lstm_units_layer_5,64.0,0.0,64.0,64.0,64.0,64.0,64.0
params_num_dense_layers,1.0769230769230769,1.1151635501529555,0.0,0.0,1.0,2.0,3.0
params_num_layers,3.5384615384615383,1.6641005886756872,1.0,2.0,4.0,5.0,6.0
