Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,160.82051282051282,80.2479289107634,64.0,96.0,128.0,256.0,256.0
params_dense_1_dropout,0.2882352941176471,0.1932690900699607,0.0,0.1,0.2,0.5,0.5
params_dense_1_units,304.94117647058823,149.28850867876406,64.0,192.0,320.0,384.0,512.0
params_dense_2_dropout,0.23333333333333336,0.2065591117977289,0.0,0.05,0.25,0.375,0.5
params_dense_2_units,288.0,155.45545985908632,64.0,208.0,288.0,368.0,512.0
params_dense_3_dropout,0.19999999999999998,0.2645751311064591,0.0,0.05,0.1,0.3,0.5
params_dense_3_units,234.66666666666666,161.06313461910935,64.0,160.0,256.0,320.0,384.0
params_learning_rate,0.0007980314911065256,0.002065525861727247,1.0354219972565253e-05,5.224182795854511e-05,9.085321029360097e-05,0.00021230337243763087,0.009698043335323403
params_num_dense_layers,0.6341463414634146,0.9153168184015743,0.0,0.0,0.0,1.0,3.0
params_num_layers,2.292682926829268,0.9809154509697661,1.0,2.0,2.0,3.0,4.0
params_tcnn1d_filters_0,283.3170731707317,114.38846948543159,32.0,192.0,288.0,384.0,480.0
params_tcnn1d_filters_1,301.0,178.60534977357744,32.0,128.0,288.0,480.0,512.0
params_tcnn1d_filters_2,275.2,160.36529727914504,32.0,160.0,256.0,384.0,512.0
params_tcnn1d_filters_3,272.0,179.5995545651492,32.0,176.0,240.0,400.0,512.0
params_tcnn1d_kernel_size_0,3.4146341463414633,1.4137823339555768,1.0,2.0,4.0,5.0,5.0
params_tcnn1d_kernel_size_1,2.5,1.3198240351921795,1.0,2.0,2.0,3.25,5.0
params_tcnn1d_kernel_size_2,2.8666666666666667,1.5522640914238175,1.0,1.5,3.0,4.0,5.0
params_tcnn1d_kernel_size_3,3.0,1.7888543819998317,1.0,1.5,3.0,4.5,5.0
params_tcnn1d_pool_size_0,6.170731707317073,1.7161357613019759,2.0,5.0,7.0,7.0,8.0
params_tcnn1d_pool_size_1,5.65625,1.8247293215088625,2.0,5.0,6.0,7.0,8.0
params_tcnn1d_pool_size_2,5.2,2.007130147392398,2.0,3.5,5.0,6.5,8.0
params_tcnn1d_pool_size_3,5.0,2.280350850198276,2.0,3.5,5.0,6.5,8.0
