Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,198.4,92.7448111756124,64.0,112.0,256.0,256.0,256.0
params_cnn1d_filters_0,297.6,37.10405787930898,224.0,288.0,304.0,320.0,352.0
params_cnn1d_filters_1,409.6,58.03294083727123,256.0,416.0,416.0,416.0,480.0
params_cnn1d_filters_2,,,,,,,
params_cnn1d_filters_3,,,,,,,
params_cnn1d_kernel_size_0,3.8,0.7888106377466155,3.0,3.0,4.0,4.0,5.0
params_cnn1d_kernel_size_1,3.3,0.6749485577105528,3.0,3.0,3.0,3.0,5.0
params_cnn1d_kernel_size_2,,,,,,,
params_cnn1d_kernel_size_3,,,,,,,
params_cnn1d_pool_size_0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
params_cnn1d_pool_size_1,2.0,0.0,2.0,2.0,2.0,2.0,2.0
params_cnn1d_pool_size_2,,,,,,,
params_cnn1d_pool_size_3,,,,,,,
params_dense_1_dropout,,,,,,,
params_dense_1_units,,,,,,,
params_dense_2_dropout,,,,,,,
params_dense_2_units,,,,,,,
params_dense_3_dropout,,,,,,,
params_dense_3_units,,,,,,,
params_learning_rate,0.0010258895035431023,0.0007384422017372006,0.0003178945193805297,0.00045833061103066716,0.000926499242555219,0.0012840991774070868,0.0028038931664803824
params_num_dense_layers,0.0,0.0,0.0,0.0,0.0,0.0,0.0
params_num_layers,2.0,0.0,2.0,2.0,2.0,2.0,2.0
